2d7577c,3,0,0,-1,1440
2da3ba1,4,4,4,1,2160
2da7c9d,4,4,-1,-1,1080
2db8297,3,4,3,-1,1440
2dba3e7,4,4,-1,-1,1080
2dc055e,4,4,-1,-1,1080
2dc1ed3,4,4,-1,-1,1080
2de55c5,4,4,-1,-1,1080
2de9240,4,4,-1,-1,1080
2dfca50,4,4,4,0,2160
2e0717b,3,3,3,-1,1440
2e12139,4,4,4,4,2160
2e17faf,4,4,-1,-1,1080
2e23e2d,4,4,-1,-1,1080
2e2976f,4,4,-1,-1,1080
2e30320,4,3,-1,-1,1080
2e32cd3,4,4,-1,-1,1080
2e6483e,3,3,-1,-1,1080
2e663ec,4,4,-1,-1,1080
2e82e9b,4,4,4,0,2160
2e969bf,4,4,-1,-1,1080
2eadb32,4,4,-1,-1,1080
2eae287,4,4,4,4,2160
2eb8fd1,3,1,0,-1,1440
2ecc982,4,4,4,4,2160
2ed49b5,4,4,-1,-1,1080
2ed60da,4,4,4,-1,1440
2eda912,3,4,-1,-1,1080
2ee396d,1,4,-1,-1,1080
2ee9e08,2,0,-1,-1,1080
2f10989,3,4,3,2,2160
2f132df,4,4,4,-1,1440
2f188e1,4,3,-1,-1,1080
2f19db1,2,0,-1,-1,1080
2f1d1a9,4,4,4,4,2160
2f31fc5,4,4,-1,-1,1080
2f3281b,4,3,3,4,2160
2f3ce7d,4,4,-1,-1,1080
2f5d5d2,4,4,4,3,2160
2f7447e,3,4,4,3,2160
2f7e38e,1,0,0,-1,1440
2f98e1d,4,4,-1,-1,1080
2fa6897,3,4,3,-1,1440
2fd6998,4,4,4,4,2160
2fd6fa6,4,4,-1,-1,1080
2fe0083,4,4,4,4,2160
2ff0d51,1,3,-1,-1,1080
303339d,4,4,4,0,2160
303ab08,4,4,-1,-1,1080
305ec02,4,4,4,4,2160
3074524,4,4,4,-1,1440
3078f27,4,3,3,-1,1440
3079891,4,4,4,4,2160
30802da,1,0,0,-1,1440
30887bb,4,3,-1,-1,1080
30995b4,3,3,-1,-1,1080
30b9c9f,3,3,-1,-1,1080
30c16c9,4,1,-1,-1,1080
30e2b02,1,4,-1,-1,1080
30f01e6,3,3,3,-1,1440
30f0510,4,3,-1,-1,1080
30fbcde,4,4,4,4,2160
3118e68,3,4,2,-1,1440
311e2ff,4,4,-1,-1,1080
3144a2e,4,3,3,1,2160
318f741,4,4,-1,-1,1080
31a6a14,4,4,-1,-1,1080
31c1862,4,4,4,4,2160
31c78bd,4,3,-1,-1,1080
31cbc23,3,3,3,-1,1440
31cf677,4,4,4,3,2160
31e253c,4,3,-1,-1,1080
3202a17,4,4,4,2,2160
3203205,4,4,4,2,2160
322287c,4,4,4,4,2160
328bba5,4,4,4,4,2160
32b9274,4,3,-1,-1,1080
32b9c4c,4,4,4,4,2160
330324c,4,4,4,1,2160
3335a92,3,3,3,3,2160
333690a,4,4,-1,-1,1080
334a0fd,3,3,3,3,2160
33688f2,2,0,0,0,2160
3368955,4,4,4,4,2160
336c045,4,4,4,4,2160
336d647,4,4,4,1,2160
